	car_id	colour	make	model	camera_id	bearing	duration
40	1PVCZY01775	Red	Chevrolet	Impala	28321	30.82073191768518	240
41	1RMSWB24322	Green	BMW	5 Series	6086	84.89783474789942	210
42	1UUVXH26413	Black	Volkswagen	Passat	29277	21.24359282320745	240
43	1DLQCM38536	Silver	Audi	Q5	15586	2.6025621962043033	240
44	1IOPHC44785	Gray	BMW	7 Series	30480	229.92266489987188	150
45	1MQWOL67994	Blue	Toyota	Prius	22383	354.73177958896645	120
46	1RWTBY02221	Blue	Nissan	Sentra	44538	162.51461803426912	300
47	1RSISW52588	Yellow	Honda	Pilot	2271	278.69130753573154	60
48	1RWTAF80391	Red	Hyundai	Elantra	128	53.40891173272121	90
49	1LFCFA65306	White	Mercedes-Benz	GLC	42649	113.4046895490464	120
50	1IBATG88180	Silver	Chevrolet	Equinox	34927	145.447817551083	90
51	1MYSGV05503	Red	Honda	Pilot	48059	75.87681308051856	90
52	1WQWKK26918	Green	Volkswagen	Passat	30406	308.7459672577065	270
53	1OSDGC85995	Gray	Hyundai	Elantra	31058	284.4207731274504	330
54	1TTKOP60832	White	BMW	7 Series	21011	195.94539589836242	240
55	1DAPUO55674	Red	Volkswagen	Passat	12088	114.2338380205361	90
56	1THTGC03518	Black	Volkswagen	Jetta	8609	130.83112004488152	330
57	1LUAQC17928	Green	Mercedes-Benz	GLC	48059	255.87681308051856	180
58	1KELUF75035	Green	Nissan	Altima	6402	317.38594403285833	150
59	1JBHAX81769	Red	Volkswagen	Tiguan	7300	267.8490568731605	210
60	1PWWKI93746	Yellow	Mercedes-Benz	E-Class	21011	195.94539589836242	300
61	1SYCIT76532	Green	Nissan	Rogue	14131	62.03092160418532	120
62	1RDGGL03651	Black	BMW	7 Series	20536	164.7448812951527	60
63	1JLUJC37976	Purple	Volkswagen	Atlas	55700	180.96896942168638	60
64	1NCCLK85578	Orange	Honda	Pilot	19050	43.56191429195172	210
65	1FICFS34359	Black	Honda	Accord	5611	346.3495808656353	90
66	1YIMDR06510	Gray	Audi	Q3	8898	113.39372864633128	330
67	1XIGMD19305	Red	Chevrolet	Impala	22220	115.04110978247883	180
68	1JLRZU42765	Gray	Hyundai	Tucson	52713	216.22114089213744	180
69	1OGVLL96724	Black	Hyundai	Tucson	27684	120.22837850790313	270
70	1PSJTM45686	Blue	BMW	X5	34898	84.28940686192453	180
71	1CTLIT45049	Orange	Nissan	Sentra	36815	269.90180681512294	240
72	1BJZQG98124	Silver	Ford	Escape	45760	66.03751102507204	60
73	1MVQBL36555	Orange	Mercedes-Benz	GLE	29662	237.58769338735084	330
74	1WQYFG46061	Blue	Audi	A4	10326	0.0	60
75	1UHEJU07150	Orange	Hyundai	Elantra	15360	37.85108053235098	120
76	1DHCHV33036	Orange	BMW	7 Series	50254	183.4064437560296	210
77	1SOZKM43302	Black	Nissan	Pathfinder	4989	286.4486081262586	240
78	1QAKUU90920	Silver	Toyota	Camry	28033	91.28588461323284	90
79	1PCSMT85664	Purple	Ford	Mustang	15586	182.60256219620427	180
80	1OIQGE52552	Silver	Volkswagen	Passat	44181	271.26900276349727	330
81	1THRDX11314	Yellow	Honda	Fit	11061	264.71599985818006	120
82	1IODVF06135	Black	Ford	Escape	34898	264.28940686192453	120
83	1PFZNX31920	Black	BMW	3 Series	16670	29.545443785379348	330
84	1VMRQQ57556	Red	Audi	A3	28033	91.28588461323284	60
85	1IFTHY77376	Orange	Mercedes-Benz	GLA	30596	321.4993462815221	150
86	1TNZFH28177	Blue	Audi	A4	31105	111.28640510948605	270
87	1QVCMP29389	Black	Mercedes-Benz	E-Class	9962	270.68861803738326	210
88	1MAZJS97946	Black	Toyota	Camry	12657	269.04059097958304	120
89	1VUKOW30007	Gray	Honda	Fit	33688	154.09349200115787	330
90	1KBQCU48946	Blue	Toyota	Corolla	8609	130.83112004488152	270
91	1HDULC43736	White	Chevrolet	Impala	52695	191.5446992890217	120
92	1PTYQK98565	Red	Hyundai	Elantra	48358	21.87716410898679	60
93	1SDBFQ18122	Purple	Hyundai	Tucson	11061	264.71599985818006	270
94	1CCXVP29415	Orange	Toyota	RAV4	44181	91.26900276349727	60
95	1QCVPZ51132	Yellow	Volkswagen	Jetta	5395	133.83086067185792	150
96	1UIYXC92024	Yellow	Honda	Fit	28189	214.79986699244526	330
97	1JDXNB37839	Silver	Honda	Pilot	44538	342.5146180342691	240
98	1JNRZB14211	Gray	Toyota	Corolla	53616	68.69421638198276	90
99	1VNJAC83764	Orange	Toyota	Camry	31105	111.28640510948605	180
